info: Jan-21-2023 15:40:13: 	 Arrancamos Bob en el puerto 8001
info: Jan-28-2023 23:15:00: 	****************************************************************************
info: Jan-28-2023 23:15:00: 	****************************************************************************
info: Jan-28-2023 23:15:00: 	Venta parcial del par YFI-USDT Cantidad 0.0039
info: Jan-28-2023 23:15:00: 	****************************************************************************
info: Jan-28-2023 23:15:00: 	Cerramos el par:YFI-USDT Profit: -11.5294 acumulado: -22.5785 precio: 7430.1302681992337165
info: Jan-28-2023 23:15:00: 	Profit total: -705.2749536800002012
info: Jan-28-2023 23:15:00: 	****************************************************************************
info: Jan-28-2023 23:45:01: 	Cerramos operacion del par ETHW-USDT
info: Jan-28-2023 23:45:01: 	Tenemos que poner una orden
info: Jan-28-2023 23:45:01: 	Type: market Maximo: 150000
info: Jan-28-2023 23:45:01: 	Qty: 1048 Maxqty:150000
info: Jan-28-2023 23:45:01: 	ETHW-USDT-SWAP market sell long 0 1048
info: Jan-28-2023 23:45:01: 	Enviamos Axios Market
info: Jan-28-2023 23:45:01: 	La orden se ha puesto correctamente
info: Jan-28-2023 23:45:01: 	****************************************************************************
info: Jan-28-2023 23:45:01: 	Venta parcial del par ETHW-USDT Cantidad 20.8
info: Jan-28-2023 23:45:01: 	****************************************************************************
info: Jan-28-2023 23:45:01: 	****************************************************************************
info: Jan-28-2023 23:45:01: 	Venta parcial del par ETHW-USDT Cantidad 50
info: Jan-28-2023 23:45:01: 	****************************************************************************
info: Jan-28-2023 23:45:01: 	Cerramos el par:ETHW-USDT Profit: -5.5336 acumulado: 4.1658 precio: 3.7621984732824428
info: Jan-28-2023 23:45:01: 	Profit total: -711.0056928800002012
info: Jan-28-2023 23:45:01: 	****************************************************************************
info: Jan-29-2023 00:03:04: 	 okex Closed Client1006
info: Jan-29-2023 00:03:35: 	 Conectados a okex
info: Jan-29-2023 00:03:35: 	subscritos al canal privadode Okex
info: Jan-29-2023 00:15:10: 	Iniciamos proceso para abrir el par OP-USDT en sentido short
info: Jan-29-2023 00:15:10: 	Enviamos a okex la operacion
info: Jan-29-2023 00:15:10: 	OP-USDT-SWAP market sell short 0 185
info: Jan-29-2023 00:15:10: 	Enviamos Axios Market
info: Jan-29-2023 00:15:10: 	Arrancamos short el par:OP-USDT precio: 2.1564 cantidad: 398.934
info: Jan-29-2023 00:15:10: 	****************************************************************************
info: Jan-29-2023 00:30:00: 	Cerramos operacion del par BNB-USDT
info: Jan-29-2023 00:30:00: 	Tenemos que poner una orden
info: Jan-29-2023 00:30:00: 	Type: market Maximo: 40000
info: Jan-29-2023 00:30:00: 	Qty: 129 Maxqty:40000
info: Jan-29-2023 00:30:00: 	BNB-USDT-SWAP market sell long 0 129
info: Jan-29-2023 00:30:00: 	Enviamos Axios Market
info: Jan-29-2023 00:30:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 00:30:00: 	Cerramos el par:BNB-USDT Profit: -3.4572 acumulado: -13.6704 precio: 305.46
info: Jan-29-2023 00:30:00: 	Profit total: -714.8593815800002012
info: Jan-29-2023 00:30:00: 	****************************************************************************
info: Jan-29-2023 00:30:04: 	Iniciamos proceso para abrir el par ATOM-USDT en sentido short
info: Jan-29-2023 00:30:04: 	Enviamos a okex la operacion
info: Jan-29-2023 00:30:04: 	ATOM-USDT-SWAP market sell short 0 30
info: Jan-29-2023 00:30:04: 	Enviamos Axios Market
info: Jan-29-2023 00:30:04: 	Iniciamos proceso para abrir el par FIL-USDT en sentido short
info: Jan-29-2023 00:30:04: 	Enviamos a okex la operacion
info: Jan-29-2023 00:30:04: 	FIL-USDT-SWAP market sell short 0 763
info: Jan-29-2023 00:30:04: 	Enviamos Axios Market
info: Jan-29-2023 00:30:04: 	Arrancamos short el par:ATOM-USDT precio: 13.145 cantidad: 394.35
info: Jan-29-2023 00:30:04: 	****************************************************************************
info: Jan-29-2023 00:30:04: 	Arrancamos short el par:FIL-USDT precio: 5.242 cantidad: 399.9646
info: Jan-29-2023 00:30:04: 	****************************************************************************
info: Jan-29-2023 00:45:07: 	Iniciamos proceso para abrir el par BNB-USDT en sentido short
info: Jan-29-2023 00:45:07: 	Enviamos a okex la operacion
info: Jan-29-2023 00:45:07: 	BNB-USDT-SWAP market sell short 0 130
info: Jan-29-2023 00:45:07: 	Enviamos Axios Market
info: Jan-29-2023 00:45:07: 	Arrancamos short el par:BNB-USDT precio: 305.3911538461538462 cantidad: 397.00850000000000006
info: Jan-29-2023 00:45:07: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	Cerramos operacion del par LUNA-USDT
info: Jan-29-2023 01:00:00: 	Tenemos que poner una orden
info: Jan-29-2023 01:00:00: 	Type: market Maximo: 42000
info: Jan-29-2023 01:00:00: 	Qty: 186 Maxqty:42000
info: Jan-29-2023 01:00:00: 	LUNA-USDT-SWAP market sell long 0 186
info: Jan-29-2023 01:00:00: 	Enviamos Axios Market
info: Jan-29-2023 01:00:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 01:00:00: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	Venta parcial del par LUNA-USDT Cantidad 70
info: Jan-29-2023 01:00:00: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	Venta parcial del par LUNA-USDT Cantidad 115
info: Jan-29-2023 01:00:00: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	Cerramos el par:LUNA-USDT Profit: -5.3613000000000014 acumulado: -5.3613000000000014 precio: 2.1109989247311828
info: Jan-29-2023 01:00:00: 	Profit total: -721.0126660300002026
info: Jan-29-2023 01:00:00: 	****************************************************************************
info: Jan-29-2023 01:00:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "LUNA-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 01:00:00: 	Volvemos a apalancamiento 20 para el par LUNA-USDT
info: Jan-29-2023 01:00:40: 	Iniciamos proceso para abrir el par XRP-USDT en sentido short
info: Jan-29-2023 01:00:40: 	Enviamos a okex la operacion
info: Jan-29-2023 01:00:40: 	XRP-USDT-SWAP market sell short 0 9
info: Jan-29-2023 01:00:40: 	Enviamos Axios Market
info: Jan-29-2023 01:00:40: 	Arrancamos short el par:XRP-USDT precio: 0.4074533333333334 cantidad: 366.70800000000006
info: Jan-29-2023 01:00:40: 	****************************************************************************
info: Jan-29-2023 01:02:24: 	Iniciamos proceso para abrir el par SAND-USDT en sentido short
info: Jan-29-2023 01:02:24: 	Enviamos a okex la operacion
info: Jan-29-2023 01:02:24: 	SAND-USDT-SWAP market sell short 0 54
info: Jan-29-2023 01:02:24: 	Enviamos Axios Market
info: Jan-29-2023 01:02:25: 	Arrancamos short el par:SAND-USDT precio: 0.7346 cantidad: 396.684
info: Jan-29-2023 01:02:25: 	****************************************************************************
info: Jan-29-2023 01:10:22: 	Iniciamos proceso para abrir el par ETHW-USDT en sentido short
info: Jan-29-2023 01:10:22: 	Enviamos a okex la operacion
info: Jan-29-2023 01:10:22: 	ETHW-USDT-SWAP market sell short 0 1057
info: Jan-29-2023 01:10:22: 	Enviamos Axios Market
info: Jan-29-2023 01:10:23: 	Arrancamos short el par:ETHW-USDT precio: 3.7795033112582782 cantidad: 399.49350000000000574
info: Jan-29-2023 01:10:23: 	****************************************************************************
info: Jan-29-2023 01:11:12: 	Iniciamos proceso para abrir el par CHZ-USDT en sentido short
info: Jan-29-2023 01:11:12: 	Enviamos a okex la operacion
info: Jan-29-2023 01:11:12: 	CHZ-USDT-SWAP market sell short 0 293
info: Jan-29-2023 01:11:12: 	Enviamos Axios Market
info: Jan-29-2023 01:11:12: 	Arrancamos short el par:CHZ-USDT precio: 0.1363378839590444 cantidad: 399.470000000000092
info: Jan-29-2023 01:11:12: 	****************************************************************************
info: Jan-29-2023 01:14:10: 	Iniciamos proceso para abrir el par LUNA-USDT en sentido short
info: Jan-29-2023 01:14:10: 	Enviamos a okex la operacion
info: Jan-29-2023 01:14:10: 	LUNA-USDT-SWAP market sell short 0 189
info: Jan-29-2023 01:14:10: 	Enviamos Axios Market
info: Jan-29-2023 01:14:10: 	Arrancamos short el par:LUNA-USDT precio: 2.1051851851851853 cantidad: 397.8800000000000217
info: Jan-29-2023 01:14:10: 	****************************************************************************
info: Jan-29-2023 01:15:00: 	Cerramos operacion del par MASK-USDT
info: Jan-29-2023 01:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 01:15:00: 	Type: market Maximo: 20000
info: Jan-29-2023 01:15:00: 	Qty: 122 Maxqty:20000
info: Jan-29-2023 01:15:00: 	MASK-USDT-SWAP market sell long 0 122
info: Jan-29-2023 01:15:00: 	Enviamos Axios Market
info: Jan-29-2023 01:15:00: 	Cerramos operacion del par GRT-USDT
info: Jan-29-2023 01:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 01:15:00: 	Type: market Maximo: 100000
info: Jan-29-2023 01:15:00: 	Qty: 419 Maxqty:100000
info: Jan-29-2023 01:15:00: 	GRT-USDT-SWAP market sell long 0 419
info: Jan-29-2023 01:15:00: 	Enviamos Axios Market
info: Jan-29-2023 01:15:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 01:15:00: 	Cerramos el par:MASK-USDT Profit: -26.352 acumulado: -57.892 precio: 3.043
info: Jan-29-2023 01:15:00: 	Profit total: -748.5304067800002026
info: Jan-29-2023 01:15:00: 	****************************************************************************
info: Jan-29-2023 01:15:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 01:15:00: 	Cerramos el par:GRT-USDT Profit: -16.341 acumulado: -29.188 precio: 0.0915
info: Jan-29-2023 01:15:00: 	Profit total: -765.0630992800002026
info: Jan-29-2023 01:15:00: 	****************************************************************************
info: Jan-29-2023 03:00:01: 	Cerramos operacion del par BNB-USDT
info: Jan-29-2023 03:00:01: 	Tenemos que poner una orden
info: Jan-29-2023 03:00:01: 	Type: market Maximo: 40000
info: Jan-29-2023 03:00:01: 	Qty: 130 Maxqty:40000
info: Jan-29-2023 03:00:01: 	BNB-USDT-SWAP market buy short 0 130
info: Jan-29-2023 03:00:01: 	Enviamos Axios Market
info: Jan-29-2023 03:00:01: 	La orden se ha puesto correctamente
info: Jan-29-2023 03:00:01: 	****************************************************************************
info: Jan-29-2023 03:00:01: 	Venta parcial del par BNB-USDT Cantidad 0.85
info: Jan-29-2023 03:00:01: 	****************************************************************************
info: Jan-29-2023 03:00:01: 	Cerramos el par:BNB-USDT Profit: -4.1979999999999999 acumulado: -17.8683999999999999 precio: 308.6203846153846154
info: Jan-29-2023 03:00:01: 	Profit total: -769.4617025300002025
info: Jan-29-2023 03:00:01: 	****************************************************************************
info: Jan-29-2023 03:15:00: 	Cerramos operacion del par SNX-USDT
info: Jan-29-2023 03:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 03:15:00: 	Type: market Maximo: 26000
info: Jan-29-2023 03:15:00: 	Qty: 156 Maxqty:26000
info: Jan-29-2023 03:15:00: 	SNX-USDT-SWAP market sell long 0 156
info: Jan-29-2023 03:15:00: 	Enviamos Axios Market
info: Jan-29-2023 03:15:00: 	Cerramos operacion del par LUNC-USDT
info: Jan-29-2023 03:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 03:15:00: 	Type: market Maximo: 42000
info: Jan-29-2023 03:15:00: 	Qty: 228 Maxqty:42000
info: Jan-29-2023 03:15:00: 	LUNC-USDT-SWAP market sell long 0 228
info: Jan-29-2023 03:15:00: 	Enviamos Axios Market
info: Jan-29-2023 03:15:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 03:15:00: 	****************************************************************************
info: Jan-29-2023 03:15:00: 	Venta parcial del par SNX-USDT Cantidad 137
info: Jan-29-2023 03:15:00: 	****************************************************************************
info: Jan-29-2023 03:15:00: 	Cerramos el par:SNX-USDT Profit: -14.976 acumulado: -14.976 precio: 2.459
info: Jan-29-2023 03:15:00: 	Profit total: -784.6295045300002025
info: Jan-29-2023 03:15:00: 	****************************************************************************
info: Jan-29-2023 03:15:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 03:15:00: 	Cerramos el par:LUNC-USDT Profit: -4.902 acumulado: -4.902 precio: 0.00017295
info: Jan-29-2023 03:15:00: 	Profit total: -789.7286675300002025
info: Jan-29-2023 03:15:00: 	****************************************************************************
info: Jan-29-2023 03:15:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "SNX-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 03:15:00: 	Volvemos a apalancamiento 20 para el par SNX-USDT
info: Jan-29-2023 03:15:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "LUNC-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 03:15:00: 	Volvemos a apalancamiento 20 para el par LUNC-USDT
info: Jan-29-2023 03:15:13: 	Iniciamos proceso para abrir el par ALPHA-USDT en sentido long
info: Jan-29-2023 03:15:13: 	Enviamos a okex la operacion ALPHA-USDT-SWAP
info: Jan-29-2023 03:15:13: 	ALPHA-USDT-SWAP market buy long 0 2605
info: Jan-29-2023 03:15:13: 	Enviamos Axios Market
info: Jan-29-2023 03:15:13: 	Arrancamos long el par:ALPHA-USDT precio: 0.1535 cantidad: 399.8675
info: Jan-29-2023 03:15:13: 	****************************************************************************
info: Jan-29-2023 03:34:31: 	Iniciamos proceso para abrir el par GALA-USDT en sentido long
info: Jan-29-2023 03:34:31: 	Enviamos a okex la operacion GALA-USDT-SWAP
info: Jan-29-2023 03:34:31: 	GALA-USDT-SWAP market buy long 0 703
info: Jan-29-2023 03:34:31: 	Enviamos Axios Market
info: Jan-29-2023 03:34:31: 	Arrancamos long el par:GALA-USDT precio: 0.05683 cantidad: 399.5149
info: Jan-29-2023 03:34:31: 	****************************************************************************
info: Jan-29-2023 05:00:00: 	Cerramos operacion del par ZEN-USDT
info: Jan-29-2023 05:00:00: 	Tenemos que poner una orden
info: Jan-29-2023 05:00:00: 	Type: market Maximo: 2000
info: Jan-29-2023 05:00:00: 	Qty: 36 Maxqty:2000
info: Jan-29-2023 05:00:00: 	ZEN-USDT-SWAP market sell long 0 36
info: Jan-29-2023 05:00:00: 	Enviamos Axios Market
info: Jan-29-2023 05:00:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 05:00:00: 	Cerramos el par:ZEN-USDT Profit: -12.7400000000000004 acumulado: -12.7400000000000004 precio: 10.53
info: Jan-29-2023 05:00:00: 	Profit total: -803.0578987300002029
info: Jan-29-2023 05:00:00: 	****************************************************************************
info: Jan-29-2023 05:00:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "ZEN-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 05:00:00: 	Volvemos a apalancamiento 20 para el par ZEN-USDT
info: Jan-29-2023 05:15:00: 	Cerramos operacion del par CSPR-USDT
info: Jan-29-2023 05:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 05:15:00: 	Type: market Maximo: 700000
info: Jan-29-2023 05:15:00: 	Qty: 10952 Maxqty:700000
info: Jan-29-2023 05:15:00: 	CSPR-USDT-SWAP market sell long 0 10952
info: Jan-29-2023 05:15:00: 	Enviamos Axios Market
info: Jan-29-2023 05:15:01: 	La orden se ha puesto correctamente
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	Venta parcial del par CSPR-USDT Cantidad 485
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	Venta parcial del par CSPR-USDT Cantidad 7000
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	Venta parcial del par CSPR-USDT Cantidad 828
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	Cerramos el par:CSPR-USDT Profit: -13.41765 acumulado: -13.41765 precio: 0.0352948676040907
info: Jan-29-2023 05:15:01: 	Profit total: -816.6688234250002029
info: Jan-29-2023 05:15:01: 	****************************************************************************
info: Jan-29-2023 05:15:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "CSPR-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 05:15:01: 	Volvemos a apalancamiento 20 para el par CSPR-USDT
info: Jan-29-2023 05:45:00: 	Cerramos operacion del par NEAR-USDT
info: Jan-29-2023 05:45:00: 	Tenemos que poner una orden
info: Jan-29-2023 05:45:00: 	Type: market Maximo: 3200
info: Jan-29-2023 05:45:00: 	Qty: 15 Maxqty:3200
info: Jan-29-2023 05:45:00: 	NEAR-USDT-SWAP market sell long 0 15
info: Jan-29-2023 05:45:00: 	Enviamos Axios Market
info: Jan-29-2023 05:45:00: 	Cerramos operacion del par ETH-USDT
info: Jan-29-2023 05:45:00: 	Tenemos que poner una orden
info: Jan-29-2023 05:45:00: 	Type: market Maximo: 15000
info: Jan-29-2023 05:45:00: 	Qty: 2 Maxqty:15000
info: Jan-29-2023 05:45:00: 	ETH-USDT-SWAP market sell long 0 2
info: Jan-29-2023 05:45:00: 	Enviamos Axios Market
info: Jan-29-2023 05:45:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 05:45:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 05:45:00: 	Cerramos el par:NEAR-USDT Profit: -5.4 acumulado: -22.2 precio: 2.502
info: Jan-29-2023 05:45:00: 	Profit total: -822.2564734250002029
info: Jan-29-2023 05:45:00: 	****************************************************************************
info: Jan-29-2023 05:45:00: 	Cerramos el par:ETH-USDT Profit: -0.224 acumulado: -0.224 precio: 1596.48
info: Jan-29-2023 05:45:00: 	Profit total: -822.6401214250002029
info: Jan-29-2023 05:45:00: 	****************************************************************************
info: Jan-29-2023 05:45:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "ETH-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 05:45:00: 	Volvemos a apalancamiento 20 para el par ETH-USDT
info: Jan-29-2023 06:46:34: 	Iniciamos proceso para abrir el par LTC-USDT en sentido long
info: Jan-29-2023 06:46:34: 	Enviamos a okex la operacion LTC-USDT-SWAP
info: Jan-29-2023 06:46:34: 	LTC-USDT-SWAP market buy long 0 4
info: Jan-29-2023 06:46:34: 	Enviamos Axios Market
info: Jan-29-2023 06:46:34: 	Arrancamos long el par:LTC-USDT precio: 94.96 cantidad: 379.84
info: Jan-29-2023 06:46:34: 	****************************************************************************
info: Jan-29-2023 07:04:23: 	Iniciamos proceso para abrir el par SOL-USDT en sentido short
info: Jan-29-2023 07:04:23: 	Enviamos a okex la operacion
info: Jan-29-2023 07:04:23: 	SOL-USDT-SWAP market sell short 0 16
info: Jan-29-2023 07:04:23: 	Enviamos Axios Market
info: Jan-29-2023 07:04:23: 	Arrancamos short el par:SOL-USDT precio: 24.13 cantidad: 386.08
info: Jan-29-2023 07:04:23: 	****************************************************************************
info: Jan-29-2023 07:20:03: 	Iniciamos proceso para abrir el par NEAR-USDT en sentido short
info: Jan-29-2023 07:20:03: 	Enviamos a okex la operacion
info: Jan-29-2023 07:20:03: 	NEAR-USDT-SWAP market sell short 0 16
info: Jan-29-2023 07:20:03: 	Enviamos Axios Market
info: Jan-29-2023 07:20:03: 	Arrancamos short el par:NEAR-USDT precio: 2.498 cantidad: 399.68
info: Jan-29-2023 07:20:03: 	****************************************************************************
info: Jan-29-2023 08:30:06: 	Iniciamos proceso para abrir el par CEL-USDT en sentido long
info: Jan-29-2023 08:30:06: 	Enviamos a okex la operacion CEL-USDT-SWAP
info: Jan-29-2023 08:30:06: 	CEL-USDT-SWAP market buy long 0 62
info: Jan-29-2023 08:30:06: 	Enviamos Axios Market
info: Jan-29-2023 08:30:07: 	Arrancamos long el par:CEL-USDT precio: 0.6428225806451615 cantidad: 398.55000000000013
info: Jan-29-2023 08:30:07: 	****************************************************************************
info: Jan-29-2023 08:32:17: 	Iniciamos proceso para abrir el par BAL-USDT en sentido short
info: Jan-29-2023 08:32:17: 	Enviamos a okex la operacion
info: Jan-29-2023 08:32:17: 	BAL-USDT-SWAP market sell short 0 578
info: Jan-29-2023 08:32:17: 	Enviamos Axios Market
info: Jan-29-2023 08:32:17: 	Arrancamos short el par:BAL-USDT precio: 6.9156124567474049 cantidad: 399.72240000000000322
info: Jan-29-2023 08:32:17: 	****************************************************************************
info: Jan-29-2023 08:45:00: 	Cerramos operacion del par KNC-USDT
info: Jan-29-2023 08:45:00: 	Tenemos que poner una orden
info: Jan-29-2023 08:45:00: 	Type: market Maximo: 100000
info: Jan-29-2023 08:45:00: 	Qty: 480 Maxqty:100000
info: Jan-29-2023 08:45:00: 	KNC-USDT-SWAP market sell long 0 480
info: Jan-29-2023 08:45:00: 	Enviamos Axios Market
info: Jan-29-2023 08:45:01: 	La orden se ha puesto correctamente
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	Venta parcial del par KNC-USDT Cantidad 53
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	Venta parcial del par KNC-USDT Cantidad 2
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	Venta parcial del par KNC-USDT Cantidad 142
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	Venta parcial del par KNC-USDT Cantidad 79
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	Cerramos el par:KNC-USDT Profit: -15.191 acumulado: -15.191 precio: 0.8017520833333335
info: Jan-29-2023 08:45:01: 	Profit total: -839.0054781250002029
info: Jan-29-2023 08:45:01: 	****************************************************************************
info: Jan-29-2023 08:45:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "KNC-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Jan-29-2023 08:45:01: 	Volvemos a apalancamiento 20 para el par KNC-USDT
info: Jan-29-2023 10:16:14: 	Iniciamos proceso para abrir el par YFII-USDT en sentido long
info: Jan-29-2023 10:16:14: 	Enviamos a okex la operacion YFII-USDT-SWAP
info: Jan-29-2023 10:16:14: 	YFII-USDT-SWAP market buy long 0 292
info: Jan-29-2023 10:16:14: 	Enviamos Axios Market
info: Jan-29-2023 10:16:14: 	Arrancamos long el par:YFII-USDT precio: 1366.6 cantidad: 399.0472
info: Jan-29-2023 10:16:14: 	****************************************************************************
info: Jan-29-2023 10:30:00: 	Cerramos operacion del par ETHW-USDT
info: Jan-29-2023 10:30:00: 	Tenemos que poner una orden
info: Jan-29-2023 10:30:00: 	Type: market Maximo: 150000
info: Jan-29-2023 10:30:00: 	Qty: 1057 Maxqty:150000
info: Jan-29-2023 10:30:00: 	ETHW-USDT-SWAP market buy short 0 1057
info: Jan-29-2023 10:30:00: 	Enviamos Axios Market
info: Jan-29-2023 10:30:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 10:30:00: 	****************************************************************************
info: Jan-29-2023 10:30:00: 	Venta parcial del par ETHW-USDT Cantidad 65
info: Jan-29-2023 10:30:00: 	****************************************************************************
info: Jan-29-2023 10:30:00: 	Cerramos el par:ETHW-USDT Profit: -14.1105999999999943 acumulado: -9.9447999999999943 precio: 3.913
info: Jan-29-2023 10:30:00: 	Profit total: -853.5224037750001972
info: Jan-29-2023 10:30:00: 	****************************************************************************
info: Jan-29-2023 11:00:00: 	Cerramos operacion del par SAND-USDT
info: Jan-29-2023 11:00:00: 	Tenemos que poner una orden
info: Jan-29-2023 11:00:00: 	Type: market Maximo: 11000
info: Jan-29-2023 11:00:00: 	Qty: 54 Maxqty:11000
info: Jan-29-2023 11:00:00: 	SAND-USDT-SWAP market buy short 0 54
info: Jan-29-2023 11:00:00: 	Enviamos Axios Market
info: Jan-29-2023 11:00:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 11:00:00: 	****************************************************************************
info: Jan-29-2023 11:00:00: 	Venta parcial del par SAND-USDT Cantidad 330
info: Jan-29-2023 11:00:00: 	****************************************************************************
info: Jan-29-2023 11:00:00: 	Cerramos el par:SAND-USDT Profit: -11.415 acumulado: -54.98499999999996 precio: 0.7557388888888889
info: Jan-29-2023 11:00:00: 	Profit total: -865.1414532750001972
info: Jan-29-2023 11:00:00: 	****************************************************************************
info: Jan-29-2023 11:45:00: 	Cerramos operacion del par BSV-USDT
info: Jan-29-2023 11:45:00: 	Tenemos que poner una orden
info: Jan-29-2023 11:45:00: 	Type: market Maximo: 2000
info: Jan-29-2023 11:45:00: 	Qty: 9 Maxqty:2000
info: Jan-29-2023 11:45:00: 	BSV-USDT-SWAP market sell long 0 9
info: Jan-29-2023 11:45:00: 	Enviamos Axios Market
info: Jan-29-2023 11:45:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 11:45:00: 	Cerramos el par:BSV-USDT Profit: 0.18 acumulado: -30.32 precio: 43.93
info: Jan-29-2023 11:45:00: 	Profit total: -865.1591382750001972
info: Jan-29-2023 11:45:00: 	****************************************************************************
info: Jan-29-2023 11:46:26: 	Iniciamos proceso para abrir el par BSV-USDT en sentido short
info: Jan-29-2023 11:46:26: 	Enviamos a okex la operacion
info: Jan-29-2023 11:46:26: 	BSV-USDT-SWAP market sell short 0 9
info: Jan-29-2023 11:46:26: 	Enviamos Axios Market
info: Jan-29-2023 11:46:26: 	Arrancamos short el par:BSV-USDT precio: 43.88 cantidad: 394.92
info: Jan-29-2023 11:46:26: 	****************************************************************************
info: Jan-29-2023 11:47:09: 	Iniciamos proceso para abrir el par CELO-USDT en sentido short
info: Jan-29-2023 11:47:09: 	Enviamos a okex la operacion
info: Jan-29-2023 11:47:09: 	CELO-USDT-SWAP market sell short 0 516
info: Jan-29-2023 11:47:09: 	Enviamos Axios Market
info: Jan-29-2023 11:47:09: 	Arrancamos short el par:CELO-USDT precio: 0.774 cantidad: 399.384
info: Jan-29-2023 11:47:09: 	****************************************************************************
info: Jan-29-2023 12:00:00: 	Cerramos operacion del par BSV-USDT
info: Jan-29-2023 12:00:00: 	Tenemos que poner una orden
info: Jan-29-2023 12:00:00: 	Type: market Maximo: 2000
info: Jan-29-2023 12:00:00: 	Qty: 9 Maxqty:2000
info: Jan-29-2023 12:00:00: 	BSV-USDT-SWAP market buy short 0 9
info: Jan-29-2023 12:00:00: 	Enviamos Axios Market
info: Jan-29-2023 12:00:00: 	La orden se ha puesto correctamente
info: Jan-29-2023 12:00:00: 	Cerramos el par:BSV-USDT Profit: -0.54 acumulado: -30.86 precio: 43.94
info: Jan-29-2023 12:00:00: 	Profit total: -866.2940202750001972
info: Jan-29-2023 12:00:00: 	****************************************************************************
info: Jan-29-2023 12:15:00: 	Cerramos operacion del par ATOM-USDT
info: Jan-29-2023 12:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 12:15:00: 	Type: market Maximo: 14000
info: Jan-29-2023 12:15:00: 	Qty: 30 Maxqty:14000
info: Jan-29-2023 12:15:00: 	ATOM-USDT-SWAP market buy short 0 30
info: Jan-29-2023 12:15:00: 	Enviamos Axios Market
info: Jan-29-2023 12:15:00: 	Cerramos operacion del par PEOPLE-USDT
info: Jan-29-2023 12:15:00: 	Tenemos que poner una orden
info: Jan-29-2023 12:15:00: 	Type: market Maximo: 50000
